Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,RSI_14,MACD_Line,MACD_Signal,MACD_Histogram
2016-01-19,21.868349075317383,22.318565982986577,21.60590996864892,22.264268891496815,212350800,25.09837875366211,26.68038691520691,30.047117032961395,-0.9248938404801663,-0.8655547907256074,-0.05933904975455895
2016-01-20,21.897762298583984,22.214498535192835,21.135333138627338,21.515416277343235,289337600,24.98919532775879,26.647671842575072,24.757008197378184,-0.9146755966252194,-0.8753789519055298,-0.03929664471968952
2016-01-21,21.786903381347656,22.144361116797135,21.4792169747296,21.958844465107436,208646000,24.87716125488281,26.615898809432984,25.769474317983637,-0.9050896428816451,-0.881321090100753,-0.02376855278089207
2016-01-22,22.945253372192383,22.954303176555086,22.255222618754832,22.31404375800186,263202000,24.790511360168455,26.590375270843506,42.55813892693944,-0.7948608805036947,-0.8640290481813414,0.06916816767764666
2016-01-25,22.497297286987305,22.97013787214262,22.445261348020097,22.967874989733556,207178000,24.712096519470215,26.561539974212646,39.328250373427664,-0.7351754594489677,-0.8382583304348667,0.10308287098589908
2016-01-26,22.621726989746094,22.82308036152132,22.18734679846067,22.608153148166377,300308000,24.639156761169435,26.532723903656006,44.68744452966591,-0.6701092933375961,-0.8046285230154127,0.1345192296778166
2016-01-27,21.135332107543945,21.861562015968353,21.117232500375312,21.728081296765147,533478800,24.53825366973877,26.49675498008728,37.93101327691267,-0.7300677658381147,-0.7897163715799531,0.05964860574183839
2016-01-28,21.286914825439453,21.38419806730843,20.90230762330095,21.219043880042285,222715200,24.45567615509033,26.462158107757567,45.5605328255059,-0.7566318478130896,-0.7830994668265805,0.02646761901349093
2016-01-29,22.022192001342773,22.022192001342773,21.345735154036465,21.44528126673686,257666000,24.379478530883787,26.43070161819458,50.64802759458322,-0.7101669880597328,-0.768512971073211,0.058345983013478264
2016-02-01,21.816314697265625,21.879661596204325,21.583287864995317,21.825364500838802,163774000,24.301380462646485,26.398896942138673,46.33632348334091,-0.6820930852954845,-0.7512289939176657,0.06913590862218122
2016-02-02,21.37514877319336,21.728082502194045,21.329899752761452,21.58781312796559,149428800,24.198169746398925,26.366472034454347,40.61001231951221,-0.6875174450466908,-0.7384866841434709,0.05096923909678008
2016-02-03,21.7982177734375,21.909074860226518,21.284653871474138,21.492794201058263,183857200,24.09667850494385,26.33298006057739,48.17414749146574,-0.6501832488773438,-0.7208259970902455,0.07064274821290173
2016-02-04,21.973365783691406,22.139417864836332,21.65263742893168,21.8050402764802,185886800,23.99633731842041,26.30113431930542,45.583619207112484,-0.5995513935235266,-0.6965710763769017,0.09701968285337514
2016-02-05,21.386493682861328,22.046149782924285,21.311430726456656,21.955162435426065,185672400,23.89127212524414,26.26444477081299,45.24332351903176,-0.5998660745116986,-0.6772300760038611,0.07736400149216249
2016-02-08,21.611690521240234,21.7686419369141,21.163579209262206,21.184050453960722,216085600,23.785597763061524,26.227708740234377,47.96354191732128,-0.5753121186686521,-0.6568464845368194,0.08153436586816731
2016-02-09,21.607147216796875,21.82324248184853,21.366032111911544,21.44792058818205,177324800,23.683678703308104,26.19026882171631,47.68497725483999,-0.5498808542609659,-0.6354533584816486,0.08557250422068274
2016-02-10,21.44336700439453,21.916499965266436,21.40469793410092,21.818688841003876,169374400,23.57947956085205,26.149363584518433,47.28628957896146,-0.5367547141416154,-0.6157136296136421,0.07895891547202671
2016-02-11,21.31371307373047,21.545730993744066,21.061223903066278,21.334186059821096,200298800,23.470470085144044,26.110143842697145,34.61086066141509,-0.5306966020880708,-0.5987102241085278,0.06801362202045702
2016-02-12,21.379682540893555,21.49569152073829,21.156765230302856,21.42517710918577,161405600,23.36712387084961,26.07339786529541,38.63972652457277,-0.5146398718782592,-0.5818961536624742,0.06725628178421494
2016-02-16,21.982465744018555,22.030233725287705,21.520706856310273,21.613967657233903,196231600,23.28062957763672,26.043562927246093,44.07796880781215,-0.44810970098734515,-0.5551388631274484,0.10702916214010327
2016-02-17,22.319116592407227,22.339587838861004,21.87100524200687,21.989287604210165,179452800,23.205755043029786,26.01116799354553,63.93484362019803,-0.3640229216316939,-0.5169156748282975,0.15289275319660356
2016-02-18,21.896034240722656,22.494273474421696,21.857363425233764,22.482899398906092,156084000,23.10508907318115,25.97693678855896,56.739433772254515,-0.3277447160414866,-0.47908148307093534,0.15133676702944876
2016-02-19,21.845985412597656,22.009762339030296,21.791393682266715,21.836886501635863,141496800,23.00681552886963,25.94569359779358,47.701957725156305,-0.2995791370842973,-0.44318101387360775,0.14360187678931047
2016-02-22,22.037057876586914,22.041608199899244,21.818689214471288,21.907401429223263,137123200,22.91258991241455,25.916287899017334,52.89003758225018,-0.25885583294394365,-0.40631597768767497,0.14746014474373131
2016-02-23,21.538904190063477,21.950619925554385,21.507058869939307,21.927873516242805,127770400,22.82021083831787,25.883528060913086,52.11241476404582,-0.26373894192481373,-0.37780057053510274,0.11406162861028901
2016-02-24,21.859634399414062,21.923325045042535,21.227274795760042,21.37740423368996,145022800,22.731757774353028,25.849725618362427,50.813748611320314,-0.23897385172601915,-0.3500352267732861,0.11106137504726693
2016-02-25,22.009761810302734,22.009761810302734,21.666285305365406,21.84826004935016,110330800,22.659836349487303,25.81813148498535,50.48545319480202,-0.2048716787446665,-0.32100251716756223,0.11613083842289573
2016-02-26,22.04388427734375,22.29637169759186,21.968819558530566,22.109848349154202,115964400,22.591764678955077,25.787212533950807,60.28485658697287,-0.17309671190135845,-0.2914213561143215,0.11832464421296307
2016-02-29,21.99384307861328,22.344143395314116,21.984744166244937,22.032512154598678,140865200,22.531696548461912,25.75588641166687,56.32543813788557,-0.15022107325445688,-0.2631812995423486,0.11296022628789171
2016-03-01,22.867319107055664,22.92191084884886,22.15989468406151,22.212212999216785,201628400,22.48525188446045,25.725631036758422,66.19886344412032,-0.06090764386043901,-0.2227265684059667,0.16181892454552768
2016-03-02,22.917356491088867,22.949201810405075,22.66486736262482,22.862764763038186,132678400,22.450486488342285,25.695827693939208,69.51813040963589,0.013752955603173689,-0.17543066360413861,0.1891836192073123
2016-03-03,23.087953567504883,23.135721539046983,22.849111974354905,22.8786838630044,147822800,22.432481155395507,25.665285062789916,73.24194925820191,0.08569988201265843,-0.1232045544807792,0.20890443649343765
2016-03-04,23.43143653869629,23.59976206654897,23.058389836190376,23.28585742237398,184220400,22.41546318054199,25.636594390869142,75.05557501742251,0.16849227069618422,-0.06486518944538652,0.23335746014157074
2016-03-07,23.172121047973633,23.39048969813145,22.965124734594173,23.290403416019203,143315600,22.393711433410644,25.606618385314942,65.85810232221348,0.21075182643678048,-0.009741786268953119,0.2204936127057336
2016-03-08,22.981054306030273,23.147106438980643,22.837750324357703,22.924187398716356,126247600,22.361894035339354,25.574195680618285,59.17992597781028,0.22621764338408568,0.03745009966165464,0.18876754372243104
2016-03-09,23.001522064208984,23.106156941618256,22.808173234959792,23.04473972383984,108806800,22.333110427856447,25.540585899353026,67.25847120997548,0.23738951323016622,0.07743798237535696,0.15995153085480926
2016-03-10,23.01289176940918,23.25628198010357,22.780875630465992,23.067485231287325,134054400,22.310029411315917,25.510307121276856,68.44001280382716,0.24434409414286762,0.11081920472885909,0.13352488941400853
2016-03-11,23.260831832885742,23.265380420230482,23.087956011311437,23.256281510101342,109632800,22.28321949005127,25.478554487228394,68.99722507452505,0.2667869863131358,0.14201276104571445,0.12477422526742135
2016-03-14,23.319974899291992,23.40868884966691,23.15164938062546,23.181221275897055,100304400,22.26401756286621,25.44738911628723,82.01156510065641,0.28604810671469494,0.17081983017951055,0.11522827653518439
2016-03-15,23.788564682006836,23.925044910165493,23.62251255186296,23.647534129493412,160270800,22.263508605957032,25.420248613357543,82.91940285681363,0.3352593021551087,0.20370772457463018,0.1315515775804785
2016-03-16,24.104740142822266,24.18207828833475,23.790833766368227,23.795384089892455,153214000,22.268915901184084,25.39439743041992,83.83553980521273,0.39521643731273315,0.2420094671222508,0.15320697019048235
2016-03-17,24.066070556640625,24.218473418092056,23.874996887818018,24.00237817673982,137682800,22.285495223999025,25.36900327682495,82.61199098363076,0.4346027564181725,0.28052812498143515,0.15407463143673733
2016-03-18,24.093364715576172,24.22529632332614,23.927314360511424,24.188900678937248,176820800,22.311715393066407,25.34356622695923,84.1094423393709,0.4626855574965738,0.3169596114844629,0.14572594601211092
2016-03-21,24.091087341308594,24.48688036425567,23.91593636841071,24.095635928391857,142010800,22.357120246887206,25.318969945907593,77.73190422224009,0.47923331130592217,0.34941435144875477,0.1298189598571674
2016-03-22,24.27533531188965,24.404991735814505,23.931858852375203,23.940957761915136,129777600,22.403902549743652,25.296091041564942,79.00874207932411,0.5014345712165138,0.3798183954023066,0.1216161758142072
2016-03-23,24.141130447387695,24.354950499645543,24.088813882754188,24.220745478208592,102814000,22.44089672088623,25.27349419593811,72.85297097562429,0.5024085654743224,0.4043364294167098,0.09807213605761267
2016-03-24,24.036495208740234,24.16842680214215,23.859070800239557,23.991002393641477,104532000,22.469327812194823,25.25080027580261,64.64751312031161,0.48909924204660626,0.4212889919426891,0.06781025010391717
2016-03-28,23.92730712890625,24.154774631269266,23.897735242917893,24.11155525047971,77645600,22.507203788757323,25.2259233379364,69.71487412774746,0.46438776869572607,0.42990874729329653,0.03447902140242953
2016-03-29,24.493701934814453,24.518723500146574,23.856792202534017,23.85906736359314,124760400,22.546769943237305,25.204203567504884,83.0186196898578,0.484917251086479,0.4409104480519331,0.044006803034545905
2016-03-30,24.92134666442871,25.116968915430764,24.70297800328592,24.714352076076217,182404400,22.605703315734864,25.186214246749877,85.58163079896862,0.5295895903523231,0.4586462765120111,0.070943313840312
2016-03-31,24.791683197021484,24.998679462195692,24.766661632320442,24.9577352413612,103553600,22.664169998168944,25.167856941223146,81.58288467256513,0.5482105528859265,0.4765591317867942,0.07165142109913225
2016-04-01,25.01915740966797,25.02143257127942,24.611990253209825,24.743921859636675,103496000,22.726597900390626,25.14987452507019,81.44805795997956,0.5746983034252402,0.49618696611448343,0.07851133731075677
2016-04-04,25.27619171142578,25.519581890952896,25.082842929052717,25.116963404497344,149424800,22.796383666992188,25.133513650894166,82.67447320818145,0.6094057069404215,0.5188307142796711,0.09057499266075042
2016-04-05,24.978212356567383,25.18748383194415,24.889500146475836,24.909973129426067,106314800,22.837042846679687,25.115012531280517,71.07149710406188,0.6058828898546054,0.536241149394658,0.06964174045994742
2016-04-06,25.239809036254883,25.244359360885284,24.839465505357413,25.073758631492883,105616400,22.89189308166504,25.099254655838013,70.50115441139488,0.6170863108609659,0.5524101816879196,0.06467612917304633
2016-04-07,24.68932342529297,25.116961713820555,24.593787488830323,25.010051707828822,127207600,22.933245010375977,25.07961184501648,59.5004558860471,0.5749182152095962,0.5569117883922549,0.018006426817341326
2016-04-08,24.716625213623047,24.96911260158026,24.60516486281343,24.773492102037853,94326800,23.00487087249756,25.06075589179993,59.500550085711026,0.5375066793357455,0.5530307665809531,-0.015524087245207596
2016-04-11,24.798511505126953,25.160185811584803,24.75529385078219,24.787139168905565,117630000,23.07510280609131,25.041098375320434,60.527968117538194,0.5086024544908945,0.5441451041629414,-0.0355426496720469
2016-04-12,25.121517181396484,25.135164679275295,24.71662521355453,24.871301484020258,108929200,23.13708930969238,25.023739862442017,62.09351227961329,0.5059274894916044,0.536501581228674,-0.030574091737069597
2016-04-13,25.485469818115234,25.55370905606362,25.203410483293805,25.203410483293805,133029200,23.210472412109375,25.009042110443115,68.02912814573077,0.5270994225268026,0.5346211494882998,-0.0075217269614971105
2016-04-14,25.499113082885742,25.565078883419442,25.32396382559538,25.389929626129085,101895600,23.292951698303224,24.99690191268921,70.10608993233758,0.5387686399289286,0.5354506475764256,0.003317992352503074
2016-04-15,24.987308502197266,25.544605007100053,24.960013508537088,25.50138561988534,187756000,23.356733512878417,24.981193437576295,63.11925947119384,0.500943659776766,0.5285492500164937,-0.02760559023972764
2016-04-18,24.448213577270508,24.782589425382287,24.325380889306302,24.768941927421725,243286000,23.40623046875,24.961477584838867,49.43317642238279,0.42259522080554035,0.5073584441743031,-0.08476322336876274
2016-04-19,24.318553924560547,24.566492693736375,24.163875938182407,24.53919596598512,129539600,23.464871673583986,24.941292877197267,41.886130553306245,0.3460519960870556,0.47509715455685364,-0.12904515846979803
2016-04-20,24.36859703063965,24.58696566163997,24.12520683130641,24.257138421527316,122444000,23.520009803771973,24.921851758956908,44.180322148510285,0.28613066329014103,0.43730385630351115,-0.15117319301337012
2016-04-21,24.104740142822266,24.32310881510685,24.002378688806406,24.32310881510685,126210000,23.56996166229248,24.901438941955565,37.546562263292266,0.21487458912718438,0.3928180028682458,-0.17794341374106143
2016-04-22,24.03877067565918,24.22074540924642,23.797655628779815,23.88636783415768,134732400,23.621869735717773,24.884194755554198,32.222392116049534,0.15133594573148912,0.3445215914408945,-0.19318564570940538
2016-04-25,23.902292251586914,24.031948694788245,23.772635808385584,23.88409442980151,112126400,23.673641319274903,24.869071388244627,33.7904225067184,0.08894316342161446,0.2934059058370385,-0.20446274241542406
2016-04-26,23.73624038696289,23.95233561794742,23.636155837086093,23.636155837086093,224064800,23.720772476196288,24.849518394470216,26.676087325722236,0.025800029523114887,0.2398847305742538,-0.21408470105113891
2016-04-27,22.25088119506836,22.453327225987728,21.764100656066727,21.836890220718182,458408400,23.726140785217286,24.819869899749754,20.678462748033766,-0.1424552961555996,0.16341672522828313,-0.3058720213838827
2016-04-28,21.570749282836914,22.264524304446727,21.438817680604572,22.203108826408787,328970800,23.711173439025877,24.7868768119812,17.30496206464136,-0.3269113842453528,0.06535110333355594,-0.39226248757890875
2016-04-29,21.322813034057617,21.545732052927367,21.04302884877184,21.379679935913764,274126000,23.699709014892576,24.751287298202513,15.082308982035926,-0.48748116673401753,-0.045215350679958764,-0.4422658160540588
2016-05-02,21.300060272216797,21.400146544995135,21.018001008997377,21.37512497680055,192640400,23.68879051208496,24.713689002990723,9.14396506299461,-0.6095433970730184,-0.1580809599585707,-0.4514624371144477
2016-05-03,21.65036392211914,21.777745209156116,21.309162558607348,21.42744493436456,227325200,23.681056632995606,24.6765975856781,8.87802683246072,-0.670285384416804,-0.26052184485021734,-0.4097635395665866
2016-05-04,21.425172805786133,21.814142175495554,21.34100917293065,21.65491382161545,164102000,23.678782005310058,24.6356329536438,8.212858099817183,-0.7282006443575355,-0.354057604751681,-0.3741430396058545
2016-05-05,21.33820343017578,21.528151395901176,21.210046608002383,21.5121317931295,143562000,23.668353385925293,24.595713634490966,8.996963534987074,-0.7722149931420397,-0.43768908242975274,-0.33452591071228693
2016-05-06,21.219205856323242,21.386267217550113,21.020103536087632,21.367960342981608,174799600,23.652542266845703,24.561400136947633,9.934899210687249,-0.8073916826321863,-0.5116296024702395,-0.2957620801619468
2016-05-09,21.23522186279297,21.45949631578954,21.189450319116013,21.283280674149378,131745600,23.63636901855469,24.52723401069641,10.632192025685512,-0.8244730920285086,-0.5741983003818933,-0.25027479164661526
2016-05-10,21.37939453125,21.41372274645993,21.079598393494773,21.358798649727376,134747200,23.62408004760742,24.494528818130494,12.729887804620503,-0.8169593042765939,-0.6227505011608335,-0.1942088031157604
2016-05-11,21.171140670776367,21.413723709425753,21.159697349856607,21.39312782697694,114876400,23.590156478881838,24.46272220611572,12.908875095799488,-0.8183751995597284,-0.6618754408406126,-0.1564997587191158
2016-05-12,20.674531936645508,21.232932539316202,20.475431399074704,21.21920194941638,305258800,23.54529998779297,24.42774854660034,11.641193152162558,-0.8497738176802017,-0.6994551162085304,-0.15031870147167126
2016-05-13,20.715726852416992,20.97890756798759,20.596724324562143,20.596724324562143,177571200,23.497855453491212,24.393418169021608,12.86002265730734,-0.861403638394755,-0.7318448206457753,-0.1295588177489797
2016-05-16,21.484676361083984,21.601391648269125,20.974336161952454,21.143686556883395,245039200,23.458920249938966,24.363627729415892,26.991224267675435,-0.7993580540649745,-0.7453474673296152,-0.0540105867353593
2016-05-17,21.395421981811523,21.6723333263558,21.285573748045067,21.638006844557655,187667600,23.423386268615722,24.33459080696106,37.767735143553004,-0.7487573552407021,-0.7460294449118327,-0.0027279103288694317
2016-05-18,21.640287399291992,21.789041842959165,21.486956674806812,21.548747814886642,168249600,23.39657093048096,24.30998514175415,51.13569955578815,-0.6810466621150795,-0.733032888352482,0.051986226237402566
2016-05-19,21.557899475097656,21.658595108939824,21.413723064282756,21.658595108939824,121768400,23.36769847869873,24.289228515625,54.05892794219832,-0.6268080143072083,-0.7117879135434274,0.08497989923621907
2016-05-20,21.79133415222168,21.839392965104885,21.631136363271747,21.658599290350402,128104000,23.34326732635498,24.26878685951233,57.90693862114145,-0.5585486662620021,-0.6811400640871423,0.12259139782514028
2016-05-23,22.06825065612793,22.242179076624122,21.894322235631737,21.940093791555118,152074400,23.319415702819825,24.249448165893554,56.88851690617421,-0.4766136876669762,-0.6402347888031091,0.16362110113613293
2016-05-24,22.404659271240234,22.44814005734932,22.162074442920833,22.2490395071509,140560800,23.301109390258787,24.23135229110718,65.57494387618003,-0.38015210622126006,-0.5882182522867394,0.20806614606547935
2016-05-25,22.79828453063965,22.82574571060857,22.452716799315358,22.58087362851924,152675200,23.281303787231444,24.210493745803834,71.1539364958828,-0.26884426979493625,-0.5243434557883788,0.25549918599344257
2016-05-26,22.979080200195312,23.05231292983596,22.57401030030329,22.812017108136896,225324800,23.258790588378908,24.197556476593018,75.04885264825062,-0.16415107650725602,-0.4523049799321543,0.2881539034248983
2016-05-27,22.965343475341797,22.99280639846233,22.713606124423375,22.757088649529475,145364800,23.23677604675293,24.18257936477661,74.64136071038939,-0.08135163444388382,-0.37811431083450026,0.29676267639061643
2016-05-31,22.85321044921875,22.9767910068984,22.6152036432438,22.793708311223515,169228800,23.211972961425783,24.167143001556397,71.18425020698882,-0.024498277253687917,-0.3073911041183378,0.2828928268646499
2016-06-01,22.532819747924805,22.77998089776095,22.503069547780285,22.660976605170408,116693200,23.180807609558105,24.14919228553772,68.96118162376591,-0.005234098620960026,-0.24695970301886228,0.24172560439790225
2016-06-02,22.36347007751465,22.390931264366355,22.114019905571862,22.33600714465666,160766400,23.142570304870606,24.129043159484862,75.87663005615482,-0.0035908087434712854,-0.1982859241637841,0.19469511542031281
2016-06-03,22.40923500061035,22.48933302147533,22.30167405287485,22.379484806005046,114019600,23.10793239593506,24.10986629486084,75.91036430914332,0.0013883530740876893,-0.15835106871620974,0.15973942179029743
2016-06-06,22.571720123291016,23.31777971843893,22.324560764743985,22.425254671557255,93170000,23.078636894226076,24.093180141448975,70.42126445265862,0.01823536026095951,-0.1230337829207759,0.1412691431817354
2016-06-07,22.663259506225586,22.85549648624686,22.64723990339096,22.713607328278915,89638000,23.053355941772463,24.079609928131102,73.79723560377369,0.03852905900031445,-0.09072121453655783,0.1292502735368723
2016-06-08,22.64266586303711,22.78455328904061,22.583163726903358,22.66097273522709,83392400,23.016335220336913,24.073697481155396,70.54423146236257,0.052346805177077016,-0.06210761059383087,0.11445441577090788
2016-06-09,22.805152893066406,22.882961908118602,22.53281784837156,22.541972158261128,106405600,22.97401134490967,24.071571121215822,74.75042164132782,0.07553805822186987,-0.03457847683069072,0.1101165350525606
2016-06-10,22.617488861083984,22.736491371095674,22.53739084992172,22.548832425227364,126851600,22.93052745819092,24.06780809402466,66.69748063076364,0.07787666066894161,-0.012087449330764255,0.08996410999970586
2016-06-13,22.276498794555664,22.683857661509723,22.221574690137174,22.585451028673454,152082000,22.87567428588867,24.055638179779052,54.102661608388246,0.05161992895235201,0.0006540263258589998,0.05096590262649301
2016-06-14,22.303964614868164,22.537395144456664,22.141479548118458,22.271925404298138,127727600,22.81622974395752,24.03996738433838,47.741280743833265,0.032651159809553576,0.007053453022597915,0.02559770678695566
2016-06-15,22.23072624206543,22.52136982333707,22.205552333577156,22.386345973626746,117780800,22.76128002166748,24.02351361274719,35.13182115254318,0.011575118236947901,0.007957786065467912,0.003617332171479989
2016-06-16,22.32455825805664,22.370328051832015,21.985855847699433,22.07281915427493,125307200,22.702975006103514,24.008125982284547,32.03511747706999,0.0024158149387680794,0.006849391840127945,-0.004433576901359866
2016-06-17,21.816509246826172,22.11859447702449,21.809643951186256,22.111729181384575,244032800,22.64551872253418,23.995875091552733,25.197695352326804,-0.0453159342954379,-0.0035836733869852233,-0.041732260908452674
2016-06-20,21.763874053955078,22.100287533869583,21.74785444757849,21.96984166880132,137647600,22.586463699340822,23.978157138824464,25.862095198166088,-0.08639500182426119,-0.020145939074440417,-0.06624906274982077
2016-06-21,21.94924545288086,22.0499393717432,21.6677560924559,21.727258234969636,142185600,22.5294783782959,23.963584985733032,36.24596429428757,-0.10280743599293984,-0.036678238458140305,-0.06612919753479954
2016-06-22,21.866857528686523,22.173519046988556,21.82108598012992,22.02705358361952,116876400,22.4643851852417,23.94983994483948,37.79524237202648,-0.1210668420609089,-0.053555959178694025,-0.06751088288221488
2016-06-23,21.99272918701172,22.036211729208055,21.798204873301636,21.95611368779877,128960800,22.394530372619627,23.93330008506775,40.151713998367406,-0.12395192145504197,-0.06763515163396362,-0.05631676982107835
2016-06-24,21.374826431274414,21.663181104989263,21.203187035540424,21.26268918160995,301245600,22.312044639587402,23.916103687286377,26.714386964862868,-0.17409114170635576,-0.08892634964844205,-0.0851647920579137
2016-06-27,21.063583374023438,21.29472487763943,20.940002819991303,21.28328155474526,181958400,22.233570137023925,23.894625244140624,21.329214705361537,-0.23621856793232254,-0.11838479330521816,-0.11783377462710438
2016-06-28,21.41830062866211,21.43432197682962,21.086465264164715,21.26039362049717,161779600,22.172971878051758,23.873073120117187,30.402979606789586,-0.2539054192443686,-0.14548891849304826,-0.10841650075132034
2016-06-29,21.603673934936523,21.63800215530146,21.42745655186589,21.505267301093472,146124000,22.118674278259277,23.851208810806273,30.909159236973707,-0.2500815157063414,-0.1664074379357069,-0.08367407777063451
2016-06-30,21.8782958984375,21.91720039950174,21.58078873346848,21.612827939757363,143345600,22.068868255615236,23.829625034332274,38.570476409557685,-0.22232848290346396,-0.17759164692925833,-0.044736835974205635
2016-07-01,21.944671630859375,22.07740653344366,21.816514757195346,21.853130258525162,104106000,22.025666885375976,23.808226709365844,44.39307908339043,-0.19275606563788372,-0.1806245306709834,-0.01213153496690031
2016-07-05,21.738691329956055,21.832521662150924,21.61739982424498,21.83023264902276,110820800,21.979665298461914,23.78860319137573,40.99194774973464,-0.1838216195259399,-0.18126394844197474,-0.0025576710839651517
2016-07-06,21.86227798461914,21.892029925619067,21.596810005425958,21.649445100108103,123796400,21.93886501312256,23.77012696266174,44.221232102610806,-0.1648680996129599,-0.1779847786761718,0.0131166790632119
2016-07-07,21.95610809326172,22.08426492686151,21.882875367489564,21.90118223942817,100558400,21.903262367248534,23.750137434005737,44.22119873016785,-0.14065461409582625,-0.17051874576010267,0.029864131664276428
2016-07-08,22.125465393066406,22.17352422075992,21.981288909985864,22.081982848293315,115648400,21.900754051208494,23.733033466339112,55.42170126453478,-0.106571048944474,-0.15772920639697696,0.05115815745250296
2016-07-11,22.194120407104492,22.34745119200231,22.13690727130623,22.1414835539273,95179600,21.91322147369385,23.715236482620238,57.50794319641013,-0.07317616288901263,-0.1408185976953841,0.06764243480637147
2016-07-12,22.29480743408203,22.358885846969866,22.226152739990408,22.237594316002777,96670000,21.932661361694336,23.697177028656007,56.213824657195964,-0.03814614843835784,-0.12028410784397886,0.08213795940562102
2016-07-13,22.1689453125,22.352026289745535,22.162078269922905,22.292525888794017,103568800,21.9500390625,23.678814907073974,55.348458047727206,-0.02030654968227097,-0.10028859621163728,0.07998204652936632
2016-07-14,22.608335494995117,22.65410529013563,22.27192208809449,22.287941690994245,155676000,21.96919849395752,23.665206651687622,59.81020026176339,0.028952826290709055,-0.07444031171116802,0.10339313800187708
